time,Voltage (V),Current (A)
1574280501.9321725,3.1263319,0.151
1574280503.3097322,3.1263193,0.151
1574280504.712235,3.1263029,0.15
1574280506.092671,3.1262903,0.15
1574280507.5036335,3.1262776,0.15
1574280508.889602,3.1262511,0.151
1574280510.2950478,3.1262322,0.15
1574280511.6729777,3.1261969,0.15
1574280513.093664,3.1261981,0.15
1574280514.4860253,3.1261741,0.151
1574280515.8776932,3.1261691,0.151
1574280517.2627914,3.1261527,0.151
1574280518.663775,3.1261312,0.15
1574280520.050872,3.1261135,0.15
1574280521.4612503,3.126087,0.15
1574280522.8487344,3.1260757,0.15
1574280524.2587106,3.1260694,0.15
1574280525.6370463,3.1260454,0.151
1574280527.037161,3.1259924,0.15
1574280528.4418523,3.1259848,0.151
1574280529.838759,3.1259823,0.151
1574280531.2265058,3.1259532,0.151
1574280532.6146228,3.1259331,0.15
1574280533.9916837,3.1258952,0.151
1574280535.4039397,3.125875,0.151
1574280536.7813048,3.1258674,0.151
1574280538.2036965,3.1258548,0.151
1574280539.582847,3.1258523,0.151
1574280541.0110395,3.125798,0.151
1574280542.4049244,3.1257892,0.151
1574280543.7953603,3.1257664,0.15
1574280545.1925154,3.1257513,0.15
1574280546.572992,3.1257399,0.15
1574280547.9511247,3.125745,0.151
1574280549.3565576,3.1257021,0.15
1574280550.7410219,3.1256958,0.15
1574280552.151503,3.1256907,0.151
1574280553.528836,3.1256604,0.151
1574280554.9435136,3.1256642,0.151
1574280556.3309863,3.1256402,0.151
1574280557.7351677,3.125639,0.15
1574280559.1230223,3.125591,0.15
1574280560.5321739,3.1255695,0.151
1574280561.9228394,3.1255456,0.151
1574280563.3073244,3.125538,0.151
1574280564.700654,3.1255077,0.151
1574280566.1145594,3.1255127,0.151
1574280567.5014427,3.1254787,0.15
1574280568.8888314,3.1254433,0.15
1574280570.2648964,3.1254244,0.151
1574280571.6779022,3.1254294,0.15
1574280573.0616217,3.1254042,0.151
1574280574.478652,3.125389,0.151
1574280575.8567505,3.1253954,0.151
1574280577.2647839,3.1253436,0.151
1574280578.6541767,3.1253398,0.15
1574280580.064208,3.1253057,0.15
1574280581.4568448,3.1253259,0.151
1574280582.852533,3.1252919,0.15
1574280584.230716,3.1252805,0.151
1574280585.6283915,3.1252691,0.151
1574280587.0076077,3.1252515,0.151
1574280588.4282048,3.1252351,0.15
1574280589.8075876,3.1252161,0.151
1574280591.222548,3.1251909,0.151
1574280592.599882,3.1251593,0.15
1574280593.998673,3.1251202,0.151
1574280595.3905675,3.1251417,0.151
1574280596.804451,3.1251316,0.151
1574280598.1950946,3.1250697,0.15
1574280599.5959446,3.1250722,0.15
1574280600.9761612,3.1250697,0.151
1574280602.3878393,3.1250331,0.15
1574280603.7737064,3.1250394,0.151
1574280605.1683755,3.125018,0.151
1574280606.5455496,3.1249902,0.15
1574280607.9495456,3.1249889,0.151
1574280609.3437963,3.1249586,0.151
1574280610.7521412,3.12497,0.151
1574280612.1292968,3.1249397,0.15
1574280613.5307345,3.1249246,0.15
1574280614.9309947,3.1249044,0.15
1574280616.3207378,3.1248791,0.151
1574280617.7082725,3.1248678,0.15
1574280619.117345,3.1248375,0.15
1574280620.5028617,3.1248122,0.151
1574280621.9120197,3.1247693,0.15
1574280623.2887886,3.1247428,0.151
1574280624.7012398,3.124739,0.151
1574280626.0773702,3.1247163,0.15
1574280627.481609,3.124715,0.15
1574280628.8712556,3.1246835,0.151
1574280630.272096,3.1246683,0.151
1574280631.667543,3.1246772,0.151
1574280633.0623708,3.1246418,0.151
1574280634.4414742,3.1246418,0.151
1574280635.8524978,3.1246254,0.15
1574280637.2311099,3.1246242,0.151
1574280638.6414068,3.1246014,0.15
1574280640.0332534,3.1245964,0.151
1574280641.4332042,3.1245737,0.15
1574280642.8183644,3.1245573,0.15
1574280644.2400808,3.1245686,0.151
1574280645.619479,3.1245383,0.151
1574280647.0305414,3.1244916,0.151
1574280648.4123495,3.124474,0.151
1574280649.805597,3.1244487,0.15
1574280651.1962633,3.1244576,0.151
1574280652.59332,3.124426,0.15
1574280653.9799566,3.1244184,0.151
1574280655.3915486,3.1244083,0.151
1574280656.7857385,3.124402,0.151
1574280658.1748767,3.1244109,0.151
1574280659.5715725,3.1243591,0.151
1574280660.9652307,3.1243339,0.15
1574280662.3433897,3.1243414,0.15
1574280663.754145,3.1243137,0.15
1574280665.133832,3.1243036,0.151
1574280666.541503,3.1242973,0.15
1574280667.920426,3.1242846,0.15
1574280669.3329225,3.1242657,0.15
1574280670.7127082,3.1242531,0.151
1574280672.1352057,3.1242177,0.151
1574280673.5219882,3.1242089,0.151
1574280674.928807,3.1242013,0.15
1574280676.3246439,3.1241773,0.15
1574280677.7163477,3.1241685,0.151
1574280679.093595,3.1241546,0.151
1574280680.5027246,3.1241471,0.151
1574280681.8788722,3.1241332,0.15
1574280683.2860026,3.1241104,0.151
1574280684.6641524,3.1241016,0.15
1574280686.0752985,3.1240814,0.151
1574280687.4535012,3.1240461,0.15
1574280688.8672347,3.1240486,0.151
1574280690.2544775,3.1240726,0.15
1574280691.65582,3.1240284,0.151
1574280693.0449402,3.1240271,0.151
1574280694.4602125,3.1239855,0.151
1574280695.8479135,3.1239729,0.15
1574280697.243574,3.1239489,0.15
1574280698.6276555,3.1239514,0.151
1574280700.0409932,3.12393,0.15
1574280701.4255602,3.1238908,0.151
1574280702.8175123,3.123882,0.15
1574280704.2071025,3.1238618,0.15
1574280705.6073139,3.1238795,0.151
1574280706.98632,3.1238593,0.15
1574280708.3980858,3.1238353,0.151
1574280709.7859764,3.1238252,0.15
1574280711.1882799,3.1237949,0.15
1574280712.5823357,3.1237974,0.151
1574280713.992278,3.1237835,0.15
1574280715.3696008,3.123757,0.15
1574280716.7693198,3.1237343,0.151
1574280718.1471803,3.1237217,0.151
1574280719.571739,3.1237242,0.151
1574280720.9620738,3.1237394,0.15
1574280722.3588676,3.1237028,0.151
1574280723.7493615,3.1236914,0.15
1574280725.1505451,3.1236939,0.15
1574280726.5299158,3.1236737,0.15
1574280727.931099,3.1236535,0.15
1574280729.3168592,3.1236561,0.15
1574280730.721705,3.1236346,0.15
1574280732.0988872,3.1236068,0.15
1574280733.5092509,3.123603,0.15
1574280734.8866136,3.1235753,0.151
1574280736.3143947,3.123593,0.15
1574280737.7026458,3.1235715,0.151
1574280739.102896,3.1235374,0.151
1574280740.4942257,3.1235311,0.15
1574280741.8898644,3.1235033,0.15
1574280743.2677653,3.1235122,0.151
1574280744.6805642,3.1235008,0.15
1574280746.0677705,3.1235122,0.15
1574280747.4774137,3.1234718,0.15
1574280748.8630478,3.1234554,0.151
1574280750.264022,3.1234327,0.15
1574280751.6421204,3.1234238,0.15
1574280753.054822,3.1233759,0.151
1574280754.43377,3.1233897,0.151
1574280755.849189,3.1233784,0.15
1574280757.2405903,3.1233645,0.151
1574280758.624567,3.1233456,0.15
1574280760.0101209,3.1233493,0.15
1574280761.4131858,3.1233342,0.151
1574280762.8020062,3.1233203,0.151
1574280764.2028642,3.1233001,0.15
1574280765.5975199,3.1233115,0.151
1574280766.997215,3.1232837,0.151
1574280768.3751614,3.1232976,0.15
1574280769.79259,3.1232875,0.15
1574280771.184521,3.1232812,0.151
1574280772.586523,3.1232698,0.15
1574280773.965333,3.1232572,0.15
1574280775.3717089,3.1232547,0.15
1574280776.7511551,3.1232206,0.151
1574280778.1613295,3.1231878,0.15
1574280779.5378826,3.1231878,0.151
1574280780.9529781,3.1231461,0.151
1574280782.3426683,3.1231411,0.15
1574280783.7493346,3.1231348,0.15
1574280785.1271658,3.1231297,0.15
1574280786.5397322,3.1231209,0.151
1574280787.9314716,3.1230956,0.151
1574280789.314411,3.1230767,0.15
1574280790.7000227,3.1230439,0.15
1574280792.113013,3.1230527,0.151
1574280793.5096483,3.1230527,0.15
1574280794.8955703,3.123025,0.15
1574280796.317739,3.1230351,0.151
1574280797.695075,3.1230098,0.151
1574280799.0732582,3.1229997,0.151
1574280800.4804704,3.1229593,0.151
1574280801.8623588,3.1229492,0.151
1574280803.275,3.1229278,0.151
1574280804.6620984,3.1229316,0.151
1574280806.0705624,3.122895,0.15
1574280807.4581156,3.1228937,0.15
1574280808.8548586,3.1228798,0.151
1574280810.239617,3.1228811,0.15
1574280811.635371,3.1228785,0.15
1574280813.0253606,3.1228798,0.151
1574280814.4375453,3.1228621,0.151
1574280815.815577,3.1228457,0.151
1574280817.2234929,3.1228293,0.151
1574280818.6065028,3.1228028,0.151
1574280820.022694,3.1227788,0.151
1574280821.4120727,3.1227738,0.151
1574280822.8029952,3.1227713,0.15
1574280824.1817367,3.1227347,0.151
1574280825.587975,3.1227397,0.151
1574280826.97521,3.1227334,0.15
1574280828.400737,3.1227309,0.151
1574280829.790965,3.1227523,0.151
1574280831.1806638,3.122717,0.15
1574280832.5793493,3.1227195,0.151
1574280833.9644365,3.1227094,0.151
1574280835.3713424,3.1227006,0.151
1574280836.7564583,3.1226678,0.15
1574280838.1484094,3.1226501,0.15
1574280839.552278,3.1226299,0.151
1574280840.9369009,3.1225958,0.151
1574280842.329694,3.1226097,0.151
1574280843.7065668,3.1225819,0.15
1574280845.1254282,3.1225643,0.151
1574280846.5029085,3.1225605,0.151
1574280847.9196086,3.1225289,0.151
1574280849.2969654,3.1225302,0.151
1574280850.7026415,3.1225352,0.15
1574280852.0815806,3.1225049,0.15
1574280853.5029612,3.1224974,0.151
1574280854.8898559,3.1224658,0.151
1574280856.2982128,3.1224494,0.151
1574280857.6770947,3.1224242,0.151
1574280859.0702026,3.1223989,0.151
1574280860.4548657,3.122409,0.151
1574280861.8721526,3.1223913,0.151
1574280863.2660728,3.1223939,0.15
1574280864.6510108,3.1223711,0.15
1574280866.0417151,3.122385,0.151
1574280867.44485,3.1223497,0.151
1574280868.8390892,3.1223585,0.15
1574280870.2447038,3.122351,0.151
1574280871.6218386,3.1223358,0.15
1574280873.030602,3.1223396,0.151
1574280874.4080892,3.1222979,0.15
1574280875.81297,3.1222916,0.15
1574280877.1965919,3.122274,0.151
1574280878.6004217,3.1222752,0.15
1574280879.983185,3.1222487,0.15
1574280881.3915153,3.1222475,0.151
1574280882.785595,3.1222134,0.15
1574280884.187796,3.1222096,0.15
1574280885.5857291,3.122202,0.15
1574280886.975949,3.1221818,0.151
1574280888.3652573,3.1221843,0.151
1574280889.7630534,3.1221515,0.151
1574280891.1411152,3.1221351,0.151
1574280892.5844293,3.1221263,0.15
1574280893.9710138,3.1221288,0.151
1574280895.3546734,3.1221074,0.15
1574280896.7531006,3.1220884,0.151
1574280898.1332247,3.1220884,0.15
1574280899.5273964,3.1220973,0.15
1574280900.9339008,3.1220619,0.15
1574280902.3209097,3.1220379,0.15
1574280903.7449915,3.1220253,0.151
1574280905.1438513,3.1220203,0.15
1574280906.5419447,3.1220001,0.151
1574280907.9339843,3.1219786,0.151
1574280909.3216221,3.121971,0.151
1574280910.6995325,3.1219635,0.15
1574280912.0847301,3.1219736,0.151
1574280913.4619064,3.1219433,0.151
1574280914.8875186,3.1219458,0.15
1574280916.2813306,3.1219534,0.15
1574280917.6649976,3.1219218,0.151
1574280919.053815,3.1219231,0.15
1574280920.4659684,3.1218877,0.151
1574280921.8558831,3.1218675,0.151
1574280923.26032,3.1218537,0.15
1574280924.637066,3.1218398,0.15
1574280926.0356324,3.1218347,0.151
1574280927.4228096,3.1218297,0.151
1574280928.8350947,3.1218158,0.151
1574280930.2118373,3.1218044,0.15
1574280931.6148503,3.121783,0.151
1574280933.0095098,3.1217893,0.151
1574280934.4149997,3.121764,0.151
1574280935.8003073,3.1217539,0.151
1574280937.2036426,3.1217552,0.151
1574280938.5874786,3.1217388,0.151
1574280939.9997818,3.1217148,0.151
1574280941.3904827,3.1216984,0.15
1574280942.7922385,3.1216807,0.15
1574280944.1734204,3.1216706,0.151
1574280945.5837452,3.1216681,0.15
1574280946.9791727,3.1216567,0.151
1574280948.3691087,3.1216517,0.151
1574280949.7463522,3.1216467,0.15
1574280951.1588075,3.1216467,0.151
1574280952.547414,3.1216403,0.15
1574280953.939424,3.121629,0.151
1574280955.3299935,3.1216252,0.151
1574280956.72911,3.1216227,0.151
1574280958.1066413,3.1215873,0.151
1574280959.5351958,3.121581,0.15
1574280960.9130588,3.1215697,0.151
1574280962.3267753,3.1215734,0.15
1574280963.7237363,3.1215671,0.15
1574280965.1029375,3.1215469,0.15
1574280966.4804149,3.1215381,0.15
1574280967.8894806,3.1215154,0.151
1574280969.2843676,3.1215103,0.151
1574280970.6788068,3.1215028,0.151
1574280972.0565808,3.1214889,0.151
1574280973.4692073,3.1214965,0.15
1574280974.8580754,3.1214725,0.15
1574280976.277076,3.1214561,0.151
1574280977.6575587,3.1214308,0.151
1574280979.0644102,3.1214081,0.151
1574280980.4422746,3.1214245,0.151
1574280981.8503482,3.1213955,0.151
1574280983.243212,3.1213765,0.151
1574280984.641531,3.1213854,0.15
1574280986.0289466,3.121369,0.151
1574280987.434472,3.1213412,0.15
1574280988.8240356,3.1213551,0.151
1574280990.223304,3.1213071,0.15
1574280991.6010845,3.1213223,0.15
1574280993.0121915,3.1212983,0.151
1574280994.3915894,3.1213109,0.151
1574280995.791174,3.1213122,0.15
1574280997.1816013,3.1212995,0.15
1574280998.5803163,3.1212642,0.151
1574280999.9705508,3.1212301,0.15
1574281001.3817668,3.121239,0.15
1574281002.75873,3.1212175,0.15
1574281004.1665335,3.1212188,0.15
1574281005.5521905,3.1211948,0.15
1574281006.96226,3.1211733,0.151
1574281008.354278,3.1211759,0.15
1574281009.7421718,3.1211923,0.15
1574281011.1230295,3.1211809,0.15
1574281012.5500324,3.1211254,0.15
1574281013.9401023,3.1211216,0.15
1574281015.3227417,3.121143,0.151
1574281016.7099667,3.1211254,0.15
1574281018.1190102,3.1210888,0.151
1574281019.5090876,3.1210749,0.151
1574281020.9036028,3.121066,0.15
1574281022.2826378,3.1210572,0.151
1574281023.6932852,3.121061,0.15
1574281025.0831904,3.1210458,0.15
1574281026.4946718,3.1210042,0.15
1574281027.8823094,3.1210206,0.151
1574281029.2738109,3.1210244,0.151
1574281030.6525965,3.1210269,0.151
1574281032.065296,3.1210257,0.151
1574281033.4428346,3.1209689,0.151
1574281034.8624518,3.1209562,0.15
1574281036.2540498,3.1209348,0.15
1574281037.6441984,3.1209184,0.15
1574281039.0377574,3.1209398,0.15
1574281040.4488306,3.1209209,0.15
1574281041.82778,3.1208969,0.15
1574281043.2376003,3.1208843,0.15
1574281044.6153514,3.1208855,0.151
1574281046.031026,3.1208818,0.15
1574281047.417535,3.1208755,0.151
1574281048.8192194,3.1208338,0.151
1574281050.197788,3.1208527,0.151
1574281051.5943396,3.1208401,0.15
1574281052.985669,3.1207947,0.151
1574281054.3978527,3.120782,0.151
1574281055.7763333,3.1207947,0.151
1574281057.1884034,3.120777,0.151
1574281058.579507,3.1207568,0.151
1574281059.9723682,3.1207606,0.15
1574281061.3502214,3.120772,0.151
1574281062.7576668,3.1207606,0.15
1574281064.1388216,3.1207644,0.151
1574281065.5466664,3.1207429,0.15
1574281066.9347298,3.1207303,0.15
1574281068.347467,3.1207164,0.151
1574281069.734311,3.1206861,0.15
1574281071.1369724,3.1207038,0.15
1574281072.516735,3.1206962,0.15
1574281073.9325438,3.1206558,0.151
1574281075.3188202,3.1206495,0.151
1574281076.7184105,3.1206457,0.151
1574281078.105307,3.1206205,0.151
1574281079.4980624,3.1206344,0.151
1574281080.8832116,3.120623,0.151
1574281082.3043377,3.1206192,0.15
1574281083.6904733,3.1206041,0.151
1574281085.077012,3.1205801,0.15
1574281086.4673624,3.1205637,0.15
1574281087.871383,3.120546,0.151
1574281089.2493792,3.1205485,0.15
1574281090.6591656,3.1205208,0.151
1574281092.0376213,3.1205132,0.15
1574281093.4622052,3.1205107,0.151
1574281094.8492787,3.1205094,0.15
1574281096.2532218,3.1205031,0.15
1574281097.6364858,3.1204753,0.151
1574281099.0371206,3.1204615,0.151
1574281100.427108,3.1204551,0.151
1574281101.8290277,3.1204349,0.15
1574281103.2198038,3.1204564,0.151
1574281104.6096077,3.1204274,0.151
1574281106.003083,3.1204034,0.151
1574281107.4033017,3.1204185,0.151
1574281108.801823,3.1204059,0.151
1574281110.1919572,3.1203996,0.151
1574281111.5861595,3.1203882,0.151
1574281112.993277,3.1203946,0.15
1574281114.4027483,3.1203845,0.15
1574281115.7897606,3.1203655,0.151
1574281117.1688838,3.1203781,0.15
1574281118.5803285,3.120334,0.15
1574281119.9577045,3.1203327,0.151
1574281121.3601222,3.1203188,0.15
1574281122.737605,3.1203062,0.15
1574281124.142267,3.1202847,0.15
1574281125.519559,3.1202999,0.15
1574281126.9437976,3.1202797,0.15
1574281128.331345,3.1202658,0.15
1574281129.7327974,3.1202759,0.15
1574281131.1264443,3.1202507,0.151
1574281132.5273058,3.1202355,0.151
1574281133.9147985,3.1202141,0.151
1574281135.314039,3.1202065,0.15
1574281136.7056162,3.1201939,0.15
1574281138.0931394,3.1201989,0.15
1574281139.4818566,3.1201699,0.151
1574281140.883353,3.1201762,0.151
1574281142.274416,3.1201598,0.15
1574281143.6802118,3.120127,0.15
1574281145.0706632,3.120132,0.151
1574281146.476807,3.1201055,0.151
1574281147.8608446,3.120108,0.151
1574281149.2600603,3.1200853,0.151
1574281150.6370602,3.1200676,0.15
1574281152.053394,3.1200752,0.15
1574281153.4474826,3.120055,0.151
1574281154.8443942,3.120031,0.15
1574281156.2392654,3.1200487,0.15
1574281157.6234214,3.1200273,0.151
1574281159.0131154,3.1200222,0.15
1574281160.4205203,3.1200146,0.15
1574281161.8007777,3.1200109,0.15
1574281163.2186987,3.1199806,0.151
1574281164.5956495,3.1199856,0.15
1574281165.9950364,3.1199679,0.151
1574281167.3736901,3.1199477,0.151
1574281168.7944458,3.1199263,0.151
1574281170.1733036,3.1199187,0.151
1574281171.5754993,3.1199339,0.151
1574281172.9567368,3.1199238,0.151
1574281174.3784778,3.1198884,0.15
1574281175.757631,3.119867,0.151
1574281177.1840086,3.1198556,0.151
1574281178.5764997,3.1198531,0.151
1574281179.9560673,3.1198569,0.151
1574281181.334041,3.1198405,0.151
1574281182.7517347,3.119843,0.151
1574281184.14296,3.1198304,0.15
1574281185.5429468,3.119819,0.151
1574281186.9368865,3.1198102,0.151
1574281188.326744,3.1198039,0.15
1574281189.7052734,3.1197685,0.151
1574281191.118631,3.1197471,0.15
1574281192.496361,3.1197382,0.151
1574281193.9105577,3.1197483,0.151
1574281195.290496,3.1197243,0.151
1574281196.6855397,3.1197269,0.15
1574281198.0626137,3.1197054,0.151
1574281199.4786887,3.1196839,0.151
1574281200.8568108,3.1197104,0.15
1574281202.2684443,3.1196915,0.15
1574281203.644376,3.1197016,0.151
1574281205.064908,3.119689,0.151
1574281206.4514453,3.1196903,0.151
1574281207.856872,3.1196738,0.151
1574281209.2429628,3.1196612,0.15
1574281210.638603,3.1196486,0.15
1574281212.0260205,3.1196208,0.151
1574281213.4289148,3.1196006,0.151
1574281214.8067243,3.1195931,0.151
1574281216.2313216,3.1196006,0.151
1574281217.6127288,3.1195842,0.151
1574281219.0096335,3.1195779,0.151
1574281220.38751,3.1195729,0.151
1574281221.8063731,3.1195842,0.15
1574281223.184312,3.1195779,0.15
1574281224.5892828,3.1195476,0.151
1574281225.9839878,3.1195502,0.15
1574281227.3788831,3.1195426,0.151
1574281228.756556,3.1195072,0.151
1574281230.173229,3.1195098,0.151
1574281231.5874655,3.119482,0.15
1574281232.9766376,3.1194795,0.151
1574281234.354106,3.1194542,0.15
1574281235.7511945,3.1194542,0.15
1574281237.129874,3.1194454,0.15
1574281238.5403616,3.1194492,0.15
1574281239.9165976,3.1194366,0.151
1574281241.3398201,3.1194113,0.15
1574281242.7171369,3.119376,0.15
1574281244.127019,3.1193772,0.15
1574281245.5131083,3.1193646,0.151
1574281246.9223871,3.1193697,0.151
1574281248.3108215,3.1193318,0.15
1574281249.7203512,3.1193217,0.151
1574281251.1080878,3.1193318,0.151
1574281252.4917207,3.1192965,0.15
1574281253.8700433,3.1193217,0.15
1574281255.2816575,3.1193154,0.151
1574281256.66021,3.1192901,0.15
1574281258.0720186,3.1192712,0.15
1574281259.454702,3.119251,0.15
1574281260.865771,3.1192308,0.15
1574281262.2588396,3.1192674,0.151
1574281263.658217,3.119246,0.15
1574281265.0357523,3.1192283,0.151
1574281266.4570794,3.1192043,0.151
1574281267.838157,3.1191955,0.151
1574281269.246793,3.1192018,0.151
1574281270.6252785,3.1191866,0.151
1574281272.0220513,3.1191589,0.15
1574281273.4058301,3.1191235,0.151
1574281274.8218803,3.1191084,0.151
1574281276.1996439,3.1191071,0.151
1574281277.6027079,3.119097,0.151
1574281278.9975529,3.1191046,0.151
1574281280.3986566,3.1190958,0.15
1574281281.7838223,3.1191033,0.151
1574281283.1966667,3.1190983,0.15
1574281284.5801606,3.1190882,0.15
1574281285.987029,3.1190655,0.151
1574281287.3691442,3.1190566,0.15
1574281288.771258,3.1190528,0.151
1574281290.15019,3.1190465,0.15
1574281291.567309,3.119015,0.15
1574281292.9644225,3.1189986,0.15
1574281294.356459,3.1189872,0.15
1574281295.743843,3.1189759,0.151
1574281297.1444466,3.1189645,0.15
1574281298.5330186,3.1189468,0.151
1574281299.9256065,3.1189557,0.15
1574281301.3022597,3.1189557,0.151
1574281302.7164319,3.1189266,0.151
1574281304.1141582,3.1189342,0.151
1574281305.5060165,3.118943,0.151
1574281306.8853853,3.1189191,0.151
1574281308.296206,3.1188963,0.151
1574281309.6739793,3.1189039,0.151
1574281311.0964875,3.118909,0.15
