time,voltage
1573661610.5986588,3.4121629
1573661611.9655201,3.4120804
1573661613.3334854,3.4119917
1573661614.7019522,3.4119229
1573661616.0698557,3.4118404
1573661617.437395,3.4117629
1573661618.8057978,3.4116742
1573661620.1728232,3.4115842
1573661621.5404336,3.4115142
1573661622.908921,3.4114279
1573661624.276254,3.4113492
1573661625.6434052,3.4112679
1573661627.0111942,3.4111829
1573661628.377755,3.4111054
1573661629.7456322,3.4110204
1573661631.1129332,3.4109479
1573661632.4806063,3.4108667
1573661633.8487008,3.4107854
1573661635.216408,3.4107141
1573661636.583775,3.4106366
1573661637.9510875,3.4105454
1573661639.31788,3.4104729
1573661640.6858132,3.4103904
1573661642.053571,3.4103154
1573661643.4214704,3.4102291
1573661644.7885716,3.4101529
1573661646.1562421,3.4100716
1573661647.5234275,3.4100041
1573661648.890975,3.4099166
1573661650.2582574,3.4098391
1573661651.6252208,3.4097604
1573661652.9925313,3.4096779
1573661654.3596623,3.4095916
1573661655.7277164,3.4095179
1573661657.3645248,3.4094216
1573661658.9015915,3.4093241
1573661660.44656,3.4092366
1573661662.1425314,3.4091366
1573661663.5077026,3.4090604
1573661664.8736968,3.4089829
1573661666.2396743,3.4089004
1573661667.6062486,3.4088279
1573661668.9729993,3.4087378
1573661670.340855,3.4086641
1573661671.708085,3.4085878
1573661673.0754983,3.4085116
1573661674.442966,3.4084391
1573661675.8087628,3.4083516
1573661677.1763604,3.4082791
1573661678.5448685,3.4082016
1573661679.9298887,3.4081091
1573661681.3066056,3.4080341
1573661682.6746202,3.4079553
1573661684.0400696,3.4078828
1573661685.4073162,3.4078091
1573661686.7746944,3.4077153
1573661688.1419668,3.4076416
1573661689.5096512,3.4075603
1573661690.8768744,3.4074828
1573661692.253227,3.4074078
1573661693.6210194,3.4073216
1573661694.9881618,3.4072453
1573661696.355572,3.4071691
1573661697.7239826,3.4070903
1573661699.0912714,3.4070178
1573661700.4584763,3.4069278
1573661701.8231723,3.406849
1573661703.1999373,3.4067653
1573661704.5676932,3.4067015
1573661705.9345622,3.4066315
1573661707.3042543,3.4065528
1573661708.6708813,3.406474
1573661710.0383286,3.4064028
1573661711.4069226,3.4063253
1573661712.7738955,3.4062428
1573661714.1408615,3.4061565
1573661715.5081313,3.4060815
1573661716.8736162,3.4060053
1573661718.2391524,3.405929
1573661719.6045873,3.4058515
1573661720.969707,3.4057765
1573661722.3373523,3.4057053
1573661723.704355,3.4056328
1573661725.073332,3.4055515
1573661726.4421344,3.405464
1573661727.8077374,3.4053865
1573661729.1741192,3.4053103
1573661730.5412602,3.4052303
1573661731.9069505,3.4051478
1573661733.2748988,3.4050703
1573661734.6424487,3.4049952
1573661736.0076466,3.4049202
1573661737.3762486,3.4048402
1573661738.7414365,3.4047652
1573661740.1075487,3.4046915
1573661741.4753122,3.4046152
1573661742.8427374,3.4045377
1573661744.2097425,3.4044602
1573661745.5762613,3.404379
1573661746.943654,3.4042927
1573661748.3088803,3.4042202
1573661749.674051,3.4041377
1573661751.0392218,3.404064
1573661752.4053903,3.403984
1573661753.770563,3.4039202
1573661755.1367307,3.4038452
1573661756.5019019,3.4037652
1573661757.8680718,3.4036852
1573661759.233243,3.403624
1573661760.5984156,3.4035477
1573661761.963584,3.403459
1573661763.3287604,3.4033827
1573661764.7079175,3.4033165
1573661766.0740871,3.403224
1573661767.439258,3.4031452
1573661768.8044302,3.4030789
1573661770.169599,3.4030014
1573661771.5347693,3.4029314
1573661772.8999422,3.4028464
1573661774.2651157,3.4027839
1573661775.6302838,3.4026839
1573661776.9954522,3.4026027
1573661778.3606226,3.4025377
1573661779.7257938,3.4024602
1573661781.0909665,3.4023864
1573661782.4561355,3.4023077
1573661783.8213089,3.4022289
1573661785.1864789,3.4021589
1573661786.551647,3.4020752
1573661787.9168177,3.4019952
1573661789.2819881,3.4019239
1573661790.6469238,3.4018439
1573661792.0143466,3.4017552
1573661793.3815355,3.4016914
1573661794.7622476,3.4016064
1573661796.1299784,3.4015364
1573661797.4978516,3.4014677
1573661798.865248,3.4013877
1573661800.2324002,3.4013189
1573661801.599846,3.4012314
1573661802.9667509,3.4011564
1573661804.3332615,3.4010814
1573661805.7002506,3.4009951
1573661807.0677035,3.4009151
1573661808.4354923,3.4008376
1573661809.8016832,3.4007651
1573661811.169589,3.4006889
1573661812.5368047,3.4006201
1573661813.9047184,3.4005414
1573661815.2720172,3.4004639
1573661816.6402106,3.4003839
1573661818.0076516,3.4003126
1573661819.3746915,3.4002289
1573661820.7424254,3.4001601
1573661822.1103954,3.4000726
1573661823.4777892,3.4000101
1573661824.8521764,3.3999201
1573661826.2175877,3.3998476
1573661827.5854845,3.3997739
1573661828.952785,3.3996976
1573661830.3198924,3.3996226
1573661831.686081,3.3995401
1573661833.0540922,3.3994614
1573661834.4229484,3.3993801
1573661835.7899148,3.3993013
1573661837.1570275,3.3992276
1573661838.5243447,3.3991588
1573661839.8916667,3.3990826
1573661841.2588267,3.3990038
1573661842.6254516,3.3989201
1573661843.9936278,3.3988451
1573661845.3605766,3.3987801
1573661846.7280755,3.3987038
1573661848.0954556,3.3986201
1573661849.4630547,3.3985588
1573661850.8303733,3.3984751
1573661852.198216,3.3983913
1573661853.56602,3.3983151
1573661854.934192,3.3982376
1573661856.3025265,3.3981663
1573661857.6704626,3.3980976
1573661859.0357304,3.3980113
1573661860.40271,3.3979276
1573661861.770423,3.3978613
1573661863.1382122,3.3977776
1573661864.505889,3.3977076
1573661865.8730218,3.3976388
1573661867.2409942,3.3975551
1573661868.6096203,3.3974838
1573661869.988294,3.3973988
1573661871.3558674,3.3973263
1573661872.724332,3.397255
1573661874.0912488,3.3971775
1573661875.45867,3.3971
1573661876.8246865,3.3970363
1573661878.1913733,3.3969563
1573661879.559417,3.396885
1573661880.9272697,3.3968088
1573661882.2942836,3.3967288
1573661883.661853,3.3966538
1573661885.0291286,3.3965875
1573661886.3983612,3.3965013
1573661887.7660737,3.396425
1573661889.1338508,3.3963413
1573661890.5007172,3.39626
1573661891.8688092,3.3961875
1573661893.2374902,3.3961075
1573661894.6064026,3.3960413
1573661895.9737146,3.3959725
1573661897.3417196,3.3958925
1573661898.7087562,3.3958225
1573661900.0777833,3.3957375
1573661901.4450672,3.3956738
1573661902.8112025,3.3955863
1573661904.1781442,3.3955112
1573661905.5458102,3.395445
1573661906.913053,3.395365
1573661908.2797403,3.3952937
1573661909.6474853,3.3952175
1573661911.0148108,3.3951362
1573661912.3824248,3.3950612
1573661913.749487,3.3949912
1573661915.1146595,3.3949212
1573661916.479955,3.3948412
1573661917.847564,3.3947675
1573661919.2130907,3.394685
1573661920.580109,3.39461
1573661921.9475472,3.3945437
1573661923.329045,3.3944587
1573661924.6943927,3.394385
1573661926.061133,3.394295
1573661927.4276254,3.3942325
1573661928.7948253,3.3941587
1573661930.1632922,3.3940712
1573661931.5307367,3.393995
1573661932.898512,3.3939187
1573661934.265579,3.3938487
1573661935.632763,3.3937675
1573661936.9984381,3.3936887
1573661938.3655832,3.3936124
1573661939.7327032,3.3935412
1573661941.0982027,3.3934562
1573661942.4654074,3.3933874
1573661943.833478,3.3933199
1573661945.2013538,3.3932362
1573661946.5701377,3.3931737
1573661947.9371655,3.3930962
1573661949.3049426,3.3930212
1573661950.6722684,3.3929424
1573661952.0400627,3.3928624
1573661953.4079096,3.3927824
1573661954.7755506,3.3927137
1573661956.1414502,3.3926299
1573661957.5086734,3.3925587
1573661958.8753815,3.3924824
1573661960.2450163,3.3924087
1573661961.611545,3.3923362
1573661962.9786103,3.3922599
1573661964.3444405,3.3921862
1573661965.7118409,3.3921074
1573661967.0780678,3.3920312
1573661968.4449646,3.3919662
1573661969.8122065,3.3918924
1573661971.1774817,3.3918049
1573661972.5442805,3.3917299
1573661973.9110005,3.3916561
1573661975.2779145,3.3915911
1573661976.6457698,3.3915136
1573661978.0134468,3.3914299
1573661979.3809319,3.3913611
1573661980.7561781,3.3912799
1573661982.12395,3.3912024
1573661983.4909706,3.3911349
1573661984.858448,3.3910686
1573661986.2262611,3.3909874
1573661987.5936124,3.3909174
1573661988.9606414,3.3908449
1573661990.3272696,3.3907636
1573661991.7024317,3.3906949
1573661993.067604,3.3906174
1573661994.4336884,3.3905461
1573661995.7996259,3.3904699
1573661997.167259,3.3903899
1573661998.533237,3.3903186
1573661999.9001782,3.3902411
1573662001.2678297,3.3901486
1573662002.634697,3.3900724
1573662004.001608,3.3900036
1573662005.368069,3.3899236
1573662006.7337513,3.3898586
